frequency,word,definitions
1,RANGE,"['change or be different within limits', 'move about aimlessly or without any destination, often in search of food or employment', 'have a range; be capable of projecting over a certain distance, as of a gun', 'range or extend over; occupy a certain area', 'lay out orderly or logically in a line or as if in a line', 'feed as in a meadow or pasture', 'let eat', 'assign a rank or rating to']"
1,REACHES,"['the limits within which something can be effective', 'the act of physically reaching or thrusting out', 'the limit of capability']"
1,REACHES,"['reach a destination, either real or abstract', 'reach a point in time, or a certain state or level', 'move forward or upward in order to touch; also in a metaphorical sense', 'be in or establish communication with', 'to gain with effort', 'to extend as far as', 'reach a goal', 'place into the hands or custody of', 'to exert much effort or energy']"
1,READILY,"['without much difficulty', 'in a punctual manner']"
1,REALITY,"['all of your experiences that determine how things appear to you', 'the state of being actual or real', 'the state of the world as it really is rather than as you might want it to be', 'the quality possessed by something that is real']"
1,REASONS,"['a rational motive for a belief or action', 'an explanation of the cause of some phenomenon', 'the capacity for rational thought or inference or discrimination', 'the state of having good sense and sound judgment', 'a justification for something existing or happening', 'a fact that logically justifies some premise or conclusion']"
1,REASONS,"['decide by reasoning; draw or come to a conclusion', 'present reasons and arguments', 'think logically']"
1,RECEIVED,"['conforming to the established language usage of educated native speakers', 'American', 'British', 'widely accepted as true or worthy']"
1,RECEIVED,"['get something; come into possession of', 'receive a specified treatment (abstract', 'register (perceptual input', 'go through (mental or physical states or experiences', ""express willingness to have in one's home or environs"", 'accept as true or valid', 'bid welcome to; greet upon arrival', 'convert into sounds or pictures', 'experience as a reaction', 'have or give a reception', 'receive as a retribution or punishment', 'partake of the Holy Eucharist sacrament', 'regard favorably or with disapproval']"
1,RECENT,"['approximately the last 10,000 years']"
1,RECENT,['of the immediate past or just previous to the present time']
1,RECIPES,['directions for making something']
1,RECIPIENTS,"['a person who receives something', 'the semantic role of the animate entity that is passively involved in the happening denoted by the verb in the clause']"
1,RECOGNISES,"['show approval or appreciation of', 'grant credentials to', 'detect with the senses', 'express greetings upon meeting someone', 'express obligation, thanks, or gratitude for', 'be fully aware or cognizant of', 'perceive to be the same', 'accept (someone']"
1,REFERENCES,"['a remark that calls attention to something or someone', 'a short note recognizing a source of information or of a quoted passage', 'an indicator that orients you generally', 'a book to which you can refer for authoritative facts', ""a formal recommendation by a former employer to a potential future employer describing the person's qualifications and dependability"", 'the most direct or specific meaning of a word or expression; the class of objects that an expression refers to', 'the act of referring or consulting', 'a publication (or a passage from a publication', '(computer science', 'the relation between a word or phrase and the object or idea it refers to']"
1,REFERENCES,['refer to']
1,REFLECTS,"['manifest or bring back', 'reflect deeply on a subject', 'to throw or bend back (from a surface', 'be bright by reflecting or casting light', 'show an image of', 'give evidence of a certain behavior', 'give evidence of the quality of']"
1,REGARD,"[""(usually preceded by `in'"", 'paying particular notice (as to children or helpless people', '(usually plural', 'a long fixed look', 'the condition of being honored (esteemed or respected or well regarded', 'a feeling of friendship and esteem', 'an attitude of admiration or esteem']"
1,REGARD,"['deem to be', 'look at attentively', 'connect closely and often incriminatingly']"
1,REGARDS,"[""(usually preceded by `in'"", 'paying particular notice (as to children or helpless people', '(usually plural', 'a long fixed look', 'the condition of being honored (esteemed or respected or well regarded', 'a feeling of friendship and esteem', 'an attitude of admiration or esteem']"
1,REGARDS,"['deem to be', 'look at attentively', 'connect closely and often incriminatingly']"
1,REGULATED,['controlled or governed according to rule or principle or law']
1,REGULATED,"['fix or adjust the time, amount, degree, or rate of', 'bring into conformity with rules or principles or usage; impose regulations', 'shape or influence; give direction to', 'restrain the emission of (sound, fluid, etc.']"
1,RELATIONS,"['an abstraction belonging to or characteristic of two entities or parts together', ""sexual activity between individuals, especially the insertion of a man's penis into a woman's vagina until orgasm and ejaculation occur"", 'a person related by blood or marriage', 'an act of narration', '(usually plural', 'mutual dealings or connections or communications among persons or groups']"
1,RELATIONSHIPS,"[""a relation between people; (`relationship' is often used where `relation' would serve, as in `the relationship between inflation and unemployment', but the preferred usage of `relationship' is for human relations or states of relatedness"", 'a state of connectedness between people (especially an emotional connection', 'a state involving mutual dealings between people or parties or countries', '(anthropology']"
1,RELAXES,"[""become less tense, rest, or take one's ease"", 'make less taut', 'become loose or looser or less tight', 'cause to feel relaxed', 'become less tense, less formal, or less restrained, and assume a friendlier manner', 'make less severe or strict', 'become less severe or strict', 'make less active or fast']"
1,RELEASE,"['merchandise issued for sale or public showing (especially a record or film', 'the act of liberating someone or something', 'a process that liberates or discharges something', 'an announcement distributed to members of the press in order to supplement or replace an oral presentation', ""the termination of someone's employment (leaving them free to depart"", 'euphemistic expressions for death', 'a legal document evidencing the discharge of a debt or obligation', 'a device that when pressed will release part of a mechanism', 'activity that frees or expresses creative energy or emotion', 'the act of allowing a fluid to escape', 'a formal written statement of relinquishment', '(music']"
1,RELEASE,"[""release, as from one's grip"", 'grant freedom to; free from confinement', 'let (something', 'prepare and issue for public distribution or sale', 'eliminate (a substance', 'generate and separate from cells or bodily fluids', 'make (information', 'part with a possession or right', 'release (gas or energy', 'make (assets']"
1,RELEASING,['emotionally purging (of e.g. art']
1,RELEASING,"[""release, as from one's grip"", 'grant freedom to; free from confinement', 'let (something', 'prepare and issue for public distribution or sale', 'eliminate (a substance', 'generate and separate from cells or bodily fluids', 'make (information', 'part with a possession or right', 'release (gas or energy', 'make (assets']"
1,RELENTLESS,"['not to be placated or appeased or moved by entreaty', 'never-ceasing']"
1,RELEVANT,['having a bearing on or connection with the subject at issue']
1,RELIABLE,"['worthy of reliance or trust', 'worthy of being depended on', 'conforming to fact and therefore worthy of belief']"
1,RELIGIOUS,['a member of a religious order who is bound by vows of poverty and chastity and obedience']
1,RELIGIOUS,"['concerned with sacred matters or religion or the church', 'having or showing belief in and reverence for a deity', 'of or relating to clergy bound by monastic vows', 'extremely scrupulous and conscientious']"
1,REMAINS,"['any object that is left unused or still extant', 'a relic that has been excavated from the soil', 'the dead body of a human being']"
1,REMAINS,"['stay the same; remain in a certain state', 'continue in a place, position, or situation', 'be left; of persons, questions, problems, results, evidence, etc.', 'stay behind']"
1,REMEDY,"['act of correcting an error or a fault or an evil', 'a medicine or therapy that cures disease or relieve pain']"
1,REMEDY,"['set straight or right', 'provide relief for']"
1,REPLACED,"['substitute a person or thing for (another that is broken or inefficient or lost or no longer working or yielding what is expected', 'take the place or move into the position of', 'put something back where it belongs', 'put in the place of another; switch seemingly equivalent items']"
1,REPORTERS,['a person who investigates and reports or edits news stories']
1,REPORTING,['the news as presented by reporters for newspapers or radio or television']
1,REPORTING,"['to give an account or representation of in words', 'announce as the result of an investigation or experience or finding', ""announce one's presence"", 'make known to the authorities', 'be responsible for reporting the details of, as in journalism', 'complain about; make a charge against']"
1,REPRESENT,"['take the place of or be parallel or equivalent to', 'express indirectly by an image, form, or model; be a symbol', 'be representative or typical for', ""be a delegate or spokesperson for; represent somebody's interest or be a proxy or substitute for, as of politicians and office holders representing their constituents, or of a tenant representing other tenants in a housing dispute"", 'serve as a means of expressing something', 'be characteristic of', 'form or compose', 'be the defense counsel for someone in a trial', 'create an image or likeness of', 'play a role or part', 'perform (a play', 'describe or present, usually with respect to a particular quality', 'point out or draw attention to in protest or remonstrance', 'bring forward and present to the mind', 'to establish a mapping (of mathematical elements or sets']"
1,RESEARCH,"['systematic investigation to establish facts', 'a search for knowledge']"
1,RESEARCH,"['attempt to find out in a systematically and scientific manner', 'inquire into']"
1,RESISTANCE,"['the action of opposing something that you disapprove or disagree with', 'any mechanical force that tends to retard or oppose motion', ""a material's opposition to the flow of electric current; measured in ohms"", ""the military action of resisting the enemy's advance"", '(medicine', 'the capacity of an organism to defend itself against harmful environmental agents', 'a secret group organized to overthrow a government or occupation force', 'the degree of unresponsiveness of a disease-causing microorganism to antibiotics or other drugs (as in penicillin-resistant bacteria', '(psychiatry', 'an electrical device that resists the flow of electrical current', 'group action in opposition to those in power']"
1,RESOURCES,"['available source of wealth; a new or reserve supply that can be drawn upon when needed', 'a source of aid or support that may be drawn upon when needed', 'the ability to deal resourcefully with unusual problems']"
1,RESPECT,"[""(usually preceded by `in'"", 'the condition of being honored (esteemed or respected or well regarded', 'an attitude of admiration or esteem', 'a courteous expression (by word or deed', 'behavior intended to please your parents', 'a feeling of friendship and esteem', ""courteous regard for people's feelings""]"
1,RESPECT,"['regard highly; think much of', 'show respect towards']"
1,RESPONSIBILITY,"['the social force that binds you to the courses of action demanded by that force', 'the proper sphere or extent of your activities', ""a form of trustworthiness; the trait of being answerable to someone for something or being responsible for one's conduct""]"
1,RESPONSIBLE,"['worthy of or requiring responsibility or trust; or held accountable', 'being the agent or cause', 'having an acceptable credit rating']"
1,RESTAURANT,['a building where people go to eat']
1,RESULT,"['a phenomenon that follows and is caused by some previous phenomenon', 'a statement that solves a problem or explains how to solve the problem', 'something that results', 'the semantic role of the noun phrase whose referent exists only by virtue of the activity denoted by the verb in the clause']"
1,RESULT,"['issue or terminate (in a specified way, state, etc.', 'produce as a result or residue', 'come about or follow as a consequence']"
1,RESULTED,"['issue or terminate (in a specified way, state, etc.', 'produce as a result or residue', 'come about or follow as a consequence']"
1,RESULTING,"['issue or terminate (in a specified way, state, etc.', 'produce as a result or residue', 'come about or follow as a consequence']"
1,REVENUE,"['the entire amount of income before any deductions are made', 'government income due to taxation']"
1,REVERE,"['American silversmith remembered for his midnight ride (celebrated in a poem by Longfellow', '1735-1818', ""a lapel on a woman's garment; turned back to show the reverse side""]"
1,REVERE,"['love unquestioningly and uncritically or to excess; venerate as an idol', 'regard with feelings of respect and reverence; consider hallowed or exalted or be in awe of']"
1,RISING,"['a movement upward', 'organized opposition to authority; a conflict in which one faction tries to wrest control from another']"
1,RISING,"['advancing or becoming higher or greater in degree or value or status', 'sloping upward', 'coming to maturity', 'newly come into prominence']"
1,RISING,"['move upward', 'increase in value or to a higher point', ""rise to one's feet"", 'rise up', 'come to the surface', 'come into existence; take on form or shape', 'move to a better position in life or to a better job', 'go up or advance', 'become more extreme', 'get up and out of bed', 'rise in rank or status', 'become heartened or elated', 'exert oneself to meet a challenge', 'take part in a rebellion; renounce a former allegiance', 'increase in volume', 'come up, of celestial bodies', 'return from the dead']"
1,RIVAL,['the contestant you hope to defeat']
1,RIVAL,"['be equal to in quality or ability', 'be the rival of, be in competition with']"
1,ROWING,['the act of rowing as a sport']
1,ROWING,['propel with oars']
1,SARCASM,['witty language used to convey insults or scorn']
1,SATISFY,"['meet the requirements or expectations of', 'make happy or satisfied', 'fill, satisfy or meet a want or need or condtion ro restriction']"
1,SATISFYING,"['providing abundant nourishment', 'providing freedom from worry']"
1,SATISFYING,"['meet the requirements or expectations of', 'make happy or satisfied', 'fill, satisfy or meet a want or need or condtion ro restriction']"
1,SCHOOL,"['an educational institution', 'a building where young people receive education', 'the process of being formally educated at a school', 'a body of creative artists or writers or thinkers linked by a similar style or by similar teachers', 'the period of instruction in a school; the time period when school is in session', ""an educational institution's faculty and students"", 'a large group of fish']"
1,SCHOOL,"['educate in or as if in a school', 'teach or refine to be discriminative in taste or judgment', 'swim in or form a large group of fish']"
1,SCHOOLS,"['an educational institution', 'a building where young people receive education', 'the process of being formally educated at a school', 'a body of creative artists or writers or thinkers linked by a similar style or by similar teachers', 'the period of instruction in a school; the time period when school is in session', ""an educational institution's faculty and students"", 'a large group of fish']"
1,SCHOOLS,"['educate in or as if in a school', 'teach or refine to be discriminative in taste or judgment', 'swim in or form a large group of fish']"
1,SCIENCE,"['a particular branch of scientific knowledge', 'ability to produce solutions in some problem domain']"
1,SECONDARY,"['the defensive football players who line up behind the linemen', 'coil such that current is induced in it by passing a current through the primary coil']"
1,SECONDARY,"['being of second rank or importance or value; not direct or immediate', 'inferior in rank or status', 'depending on or incidental to what is original or primary', 'not of major importance', 'belonging to a lower class or rank']"
1,SECURITY,"['the state of being free from danger or injury', 'defense against financial failure; financial independence', 'freedom from anxiety or fear', 'a formal declaration that documents a fact of relevance to finance and investment; the holder has a right to receive interest or dividends', 'property that your creditor can claim in case you default on your obligation', ""a department responsible for the security of the institution's property and workers"", 'a guarantee that an obligation will be met', 'an electrical device that sets off an alarm when someone tries to break in', 'measures taken as a precaution against theft or espionage or sabotage etc.']"
1,SEEING,"['perception by means of the eyes', 'normal use of the faculty of vision']"
1,SEEING,"['having vision, not blind']"
1,SEEING,"['perceive by sight or have the power to perceive by sight', 'perceive (an idea or situation', 'perceive or be contemporaneous with', ""imagine; conceive of; see in one's mind"", 'deem to be', 'get to know or become aware of, usually accidentally', 'see or watch', 'come together', 'find out, learn, or determine with certainty, usually by making an inquiry or other effort', 'be careful or certain to do something; make certain of something', 'go to see for professional or business reasons', 'go to see for a social visit', 'go to see a place, as for entertainment', 'take charge of or deal with', 'receive as a specified guest', 'date regularly; have a steady relationship with', 'see and understand, have a good eye', 'deliberate or decide', 'observe as if with an eye', 'observe, check out, and look over carefully or inspect', 'undergo or live through a difficult experience', 'accompany or escort', 'match or meet', 'make sense of; assign a meaning to']"
1,SEEMS,"['give a certain impression or have a certain outward aspect', 'seem to be true, probable, or apparent', 'appear to exist', ""appear to one's own mind or opinion""]"
1,SENSE,"['a general conscious awareness', 'the meaning of a word or expression; the way in which a word or expression or situation can be interpreted', 'the faculty through which the external world is apprehended', 'sound practical judgment', 'a natural appreciation or ability']"
1,SENSE,"['perceive by a physical sensation, e.g., coming from the skin or muscles', 'detect some circumstance or entity automatically', 'become aware of not through the senses but instinctively', 'comprehend']"
1,SERVED,"['serve a purpose, role, or function', 'do duty or hold offices; serve in a specific function', 'contribute or conduce to', 'be used by; as of a utility', 'help to some food; help with food or drink', 'provide (usually but not necessarily food', 'devote (part of', 'promote, benefit, or be useful or beneficial to', 'spend time in prison or in a labor camp', 'work for or be a servant to', 'deliver a warrant or summons to someone', 'be sufficient; be adequate, either in quality or quantity', 'do military service', 'mate with', 'put the ball into play']"
1,SERVES,"['(Middle Ages', '(sports']"
1,SERVES,"['serve a purpose, role, or function', 'do duty or hold offices; serve in a specific function', 'contribute or conduce to', 'be used by; as of a utility', 'help to some food; help with food or drink', 'provide (usually but not necessarily food', 'devote (part of', 'promote, benefit, or be useful or beneficial to', 'spend time in prison or in a labor camp', 'work for or be a servant to', 'deliver a warrant or summons to someone', 'be sufficient; be adequate, either in quality or quantity', 'do military service', 'mate with', 'put the ball into play']"
1,SEVERE,"['intensely or extremely bad or unpleasant in degree or quality', 'very strong or vigorous', 'severely simple', 'unsparing and uncompromising in discipline or judgment', 'causing fear or anxiety by threatening great harm', 'very bad in degree or extent']"
1,SHAPED,"['shaped to fit by or as if by altering the contours of a pliable mass (as by work or effort', 'having the shape of']"
1,SHAPED,"['shape or influence; give direction to', 'make something, usually for a specific function', 'give shape or form to']"
1,SHELTER,"['a structure that provides privacy and protection from danger', 'protective covering that provides protection from the weather', 'the condition of being protected', 'a way of organizing business to reduce the taxes it must pay on current earnings', 'temporary housing for homeless or displaced persons']"
1,SHELTER,"['provide shelter for', 'invest (money']"
1,SHOWS,"['the act of publicly exhibiting or entertaining', 'something intended to communicate a particular impression', 'a social event involving a public performance or entertainment', 'pretending that something is the case in order to make a good impression']"
1,SHOWS,"['give an exhibition of to an interested audience', 'establish the validity of something, as by an example, explanation or experiment', 'provide evidence for', 'make visible or noticeable', 'show in, or as in, a picture', 'give expression to', 'indicate a place, direction, person, or thing; either spatially or figuratively', 'be or become visible or noticeable', 'indicate a certain reading; of gauges and instruments', 'give evidence of, as of records', 'take (someone', 'finish third or better in a horse or dog race']"
1,SIBLINGS,"[""a person's brother or sister""]"
1,SIDED,['take sides for or against']
1,SIGNIFICANCE,"['the quality of being significant', 'a meaning that is not expressly stated but can be inferred', 'the message that is intended or expressed or signified']"
1,SIGNIFICANT,"['important in effect or meaning', 'of considerable importance, size, or worth', 'too closely correlated to be attributed to chance and therefore indicating a systematic relation', 'rich in significance or implication']"
1,SIMPLE,"['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense']"
1,SIMPLE,"['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']"
1,SIMPLY,"['and nothing more', '(used for emphasis', 'absolutely; altogether; really', 'in a simple manner; without extravagance or embellishment']"
1,SINGING,"['the act of singing vocal music', 'disclosing information or giving evidence about another']"
1,SINGING,['smooth and flowing']
1,SINGING,"['deliver by singing', 'produce tones with the voice', 'to make melodious sounds', 'make a whining, ringing, or whistling sound', 'divulge confidential information or secrets', 'burn superficially or lightly', 'become superficially burned']"
1,SITUATIONS,"['the general state of things; the combination of circumstances at a given time', 'a condition or position in which you find yourself', 'or position', 'a complex or critical or unusual difficulty', 'physical position in relation to the surroundings', 'a job in an organization']"
1,SKILLED,['having or showing or requiring special skill']
1,SKILLS,"['an ability that has been acquired by training', 'ability to produce solutions in some problem domain']"
1,SLOWER,"['not moving quickly; taking a comparatively long time', 'at a slow tempo', 'slow to learn or understand; lacking intellectual acuity', '(used of timepieces', 'so lacking in interest as to cause mental weariness', '(of business', 'or slow']"
1,SLOWER,"[""without speed (`slow' is sometimes used informally for `slowly'"", 'of timepieces', 'more slowly']"
1,SMALL,"['the slender part of the back', 'a garment size for a small person']"
1,SMALL,"['limited or below average in number or quantity or magnitude or extent', 'or small', 'relatively moderate, limited, or small', '(of children and animals', 'slight or limited; especially in degree or intensity or scope', 'low or inferior in station or quality', 'lowercase', '(of a voice', 'have fine or very small constituent particles', 'not large but sufficient in size or amount', 'made to seem smaller or less (especially in worth']"
1,SMALL,['on a small scale']
1,SOCIAL,['a party of people assembled to promote sociability and communal activity']
1,SOCIAL,"['relating to human society and its members', 'living together or enjoying life in communities or organized groups', 'relating to or belonging to or characteristic of high society', 'composed of sociable people or formed for the purpose of sociability', 'tending to move or live together in groups or colonies of the same kind', 'marked by friendly companionship with others']"
1,SOCIETIES,"['an extended social group having a distinctive cultural and economic organization', 'a formal association of people with similar interests', 'the state of being with someone', 'the fashionable elite']"
1,SOCIETY,"['an extended social group having a distinctive cultural and economic organization', 'a formal association of people with similar interests', 'the state of being with someone', 'the fashionable elite']"
1,SOCIOECONOMIC,['involving social as well as economic factors']
1,SOLELY,['without any others being included or involved']
1,SOMETIMES,['on certain occasions or in certain cases but not always']
1,SOURCES,"['the place where something begins, where it springs into being', 'a document (or organization', 'anything that provides inspiration for later work', 'a facility where something is available', 'a person who supplies information', 'someone who originates or causes or initiates something', '(technology', 'anything (a person or animal or plant or substance', 'a publication (or a passage from a publication']"
1,SOURCES,"['get (a product', 'specify the origin of']"
1,SPEAK,"['express in speech', 'exchange thoughts; talk with', 'use language', 'give a speech to', 'make a characteristic or natural sound']"
1,SPECIAL,"['a special offering (usually temporary and at a reduced price', 'a dish or meal given prominence in e.g. a restaurant', 'a television production that features a particular person or work or topic']"
1,SPECIAL,"['unique or specific to a person or thing or category', 'for a special service or occasion', 'surpassing what is common or usual or expected', 'adapted to or reserved for a particular purpose', 'having a specific function or scope', 'or specific', 'first and most important', 'or particular', 'added to a regular schedule']"
1,SPECIES,"['(biology', 'a specific kind of something']"
1,SPECIFICALLY,['in distinction from others']
1,SPEND,"['use up a period of time in a specific way', 'pay out', 'spend completely']"
1,SPENDING,"['the act of spending or disbursing money', 'money paid out; an amount spent']"
1,SPENDING,"['use up a period of time in a specific way', 'pay out', 'spend completely']"
1,SPICE,"['aromatic substances of vegetable origin used as a preservative', 'any of a variety of pungent aromatic vegetable substances used for flavoring food', 'the property of being seasoned with spice and so highly flavored']"
1,SPICE,"['make more interesting or flavorful', 'add herbs or spices to']"
1,STABLE,['a farm building for housing horses or other livestock']
1,STABLE,"['resistant to change of position or condition', 'firm and dependable; subject to little fluctuation', 'not taking part readily in chemical change', 'maintaining equilibrium', 'showing little if any change']"
1,STABLE,['shelter in a stable']
1,STAGE,"['any distinct time period in a sequence of events', 'a specific identifiable position in a continuum or series or especially in a process', 'a large platform on which people can stand and can be seen by an audience', ""the theater as a profession (usually `the stage'"", 'a large coach-and-four formerly used to carry passengers and mail on regular routes between towns', 'a section or portion of a journey or course', 'any scene regarded as a setting for exhibiting or doing something', 'a small platform on a microscope where the specimen is mounted for examination']"
1,STAGE,"['perform (a play', 'plan, organize, and carry out (an event']"
1,STAND,"['a support or foundation', 'the position where a thing or person stands', 'a growth of similar plants (usually trees', 'a small table for holding articles of various kinds', 'a support for displaying various articles', 'an interruption of normal activity', 'a mental position from which things are viewed', 'a booth where articles are displayed for sale', 'a stop made by a touring musical or theatrical group to give a performance', 'tiered seats consisting of a structure (often made of wood', 'game or parade', 'a platform where a (brass', 'a defensive effort']"
1,STAND,"['be standing; be upright', 'be in some specified state or condition', 'occupy a place or location, also metaphorically', ""hold one's ground; maintain a position; be steadfast or upright"", 'put up with something or somebody unpleasant', 'have or maintain a position or stand on an issue', 'remain inactive or immobile', 'be in effect; be or remain in force', 'be tall; have a height of; copula', 'put into an upright position', 'withstand the force of something', 'be available for stud services']"
1,STANDARD,"['a basis for comparison; a reference point against which other things can be evaluated', 'the ideal in terms of which something can be judged', 'a board measure = 1980 board feet', 'the value behind the money in a monetary system', 'an upright pole or beam (especially one used as a support', 'any distinctive flag']"
1,STANDARD,"['conforming to or constituting a standard of measurement or value; or of the usual or regularized or accepted kind', 'commonly used or supplied', 'established or well-known or widely recognized as a model of authority or excellence', 'conforming to the established language usage of educated native speakers', 'American', 'British', 'regularly and widely used or sold']"
1,STANDARDS,"['a basis for comparison; a reference point against which other things can be evaluated', 'the ideal in terms of which something can be judged', 'a board measure = 1980 board feet', 'the value behind the money in a monetary system', 'an upright pole or beam (especially one used as a support', 'any distinctive flag']"
1,STANDING,"['social or financial or professional status or reputation', 'an ordered listing of scores or results showing the relative positions of competitors (individuals or teams', 'the act of assuming or maintaining an erect upright position']"
1,STANDING,"['having a supporting base', 'not created for a particular occasion', '(of fluids', 'executed in or initiated from a standing position', '(of persons', 'permanent']"
1,STANDING,"['be standing; be upright', 'be in some specified state or condition', 'occupy a place or location, also metaphorically', ""hold one's ground; maintain a position; be steadfast or upright"", 'put up with something or somebody unpleasant', 'have or maintain a position or stand on an issue', 'remain inactive or immobile', 'be in effect; be or remain in force', 'be tall; have a height of; copula', 'put into an upright position', 'withstand the force of something', 'be available for stud services']"
1,STATE,"['the territory occupied by one of the constituent administrative districts of a nation', 'the way something is with respect to its main attributes', 'the group of people comprising the government of a sovereign state', 'a politically organized body of people under a single government', '(chemistry', 'fixed shape and volume', 'fixed volume and shaped by the container', 'filling the container', 'a state of depression or agitation', 'the territory occupied by a nation', 'the federal department in the United States that sets and maintains foreign policies']"
1,STATE,"['express in words', 'put before', 'indicate through a symbol, formula, etc.']"
1,STATUS,"['the relative position or standing of things or especially persons in a society', 'a state at a particular time', 'or state']"
1,STEPPARENTS,['the spouse of your parent by a subsequent marriage']
1,STIFF,"['an ordinary man', 'the dead body of a human being']"
1,STIFF,"['not moving or operating freely', 'powerful', 'rigidly formal', 'having a strong physiological or chemical effect', 'marked by firm determination or resolution; not shakable', 'incapable of or resistant to bending', 'very drunk']"
1,STIFF,"['extremely', 'in a stiff manner']"
1,STILL,"['a static photograph (especially one taken from a movie and used for advertising purposes', '(poetic', 'an apparatus used for the distillation of liquids; consists of a vessel in which a substance is vaporized by heat and a condenser where the vapor is condensed', 'a plant and works where alcoholic drinks are made by distillation']"
1,STILL,"['not in physical motion', 'marked by absence of sound', '(of a body of water', 'used of pictures; of a single or static photograph not presented so as to create the illusion of motion; or representing objects not capable of motion', 'not sparkling', 'free from noticeable current']"
1,STILL,"['make calm or still', 'cause to be quiet or not talk', 'lessen the intensity of or calm', 'make motionless']"
1,STILL,"['with reference to action or condition; without change, interruption, or cessation', 'despite anything to the contrary (usually preceding a concession', 'to a greater degree or extent; used with comparisons', 'or still', 'without moving or making a sound']"
1,STIMULATES,"['act as a stimulant', 'cause to do; cause to act in a specified manner', 'stir the feelings, emotions, or peace of', 'cause to be alert and energetic', 'cause to occur rapidly', 'stir feelings in', 'provide the needed stimulus for']"
1,STIMULATING,"['rousing or quickening activity or the senses', 'that stimulates', 'making lively and cheerful']"
1,STIMULATING,"['act as a stimulant', 'cause to do; cause to act in a specified manner', 'stir the feelings, emotions, or peace of', 'cause to be alert and energetic', 'cause to occur rapidly', 'stir feelings in', 'provide the needed stimulus for']"
1,STIRRED,"['being excited or provoked to the expression of an emotion', 'emotionally aroused', 'set into a usually circular motion in order to mix or blend']"
1,STIRRED,"['move an implement through', 'move very slightly', 'stir feelings in', 'stir the feelings, emotions, or peace of', 'affect emotionally', 'summon into action or bring into existence, often as if by magic', 'to begin moving', 'mix or add by stirring']"
1,STORIES,"['a structure consisting of a room or set of rooms at a single position along a vertical scale', 'a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program', 'a piece of fiction that narrates a chain of related events', 'a structure consisting of a room or set of rooms at a single position along a vertical scale', 'a record or narrative description of past events', 'a short account of the news', 'a trivial lie']"
1,STREET,"['a thoroughfare (usually including sidewalks', 'the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel', 'the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction', 'a situation offering opportunities', 'people living or working on the same street']"
1,STRESS,"['the relative prominence of a syllable or musical note (especially with regard to stress or pitch', '(psychology', 'special emphasis attached to something', 'difficulty that causes worry or emotional tension', '(physics']"
1,STRESS,"['to stress, single out as important', 'put stress on; utter with an accent', 'test the limits of']"
1,STRESSFUL,['extremely irritating to the nerves']
1,STRONG,"['having strength or power greater than average or expected', 'not faint or feeble', 'having or wielding force or authority', 'having a strong physiological or chemical effect', 'immune to attack; incapable of being tampered with', 'of good quality and condition; solidly built', 'of verbs not having standard (or regular', 'being distilled rather than fermented; having a high alcoholic content', 'freshly made or left', 'strong and sure']"
1,STUDENTS,"['a learner who is enrolled in an educational institution', 'a learned person (especially in the humanities']"
1,SUCCESS,"['an event that accomplishes its intended purpose', 'an attainment that is successful', 'a state of prosperity or fame', 'a person with a record of successes']"
1,SUCCESSFUL,['having succeeded or being marked by a favorable outcome']
1,SUGGEST,"['make a proposal, declare a plan for something', 'drop a hint; intimate by a hint', 'imply as a possibility', 'call to mind']"
1,SUPPLIES,"['an amount of something available for use', 'offering goods and services for sale', 'the activity of supplying or providing something']"
1,SUPPLIES,"['give something useful or necessary to', 'circulate or distribute or equip with', 'give what is desired or needed, especially support, food or sustenance', 'state or say further']"
1,SUPPORT,"['the activity of providing for or maintaining by supplying with money or necessities', 'aiding the cause or policy or interests of', 'something providing immaterial assistance to a person or cause or interest', 'a military operation (often involving new supplies of men and materiel', 'documentary validation', 'the financial means whereby one lives', 'supporting structure that holds up or provides a foundation', 'the act of bearing the weight of or strengthening', 'a musical part (vocal or instrumental', 'any device that bears the weight of another thing', 'financial resources provided to make some project possible']"
1,SUPPORT,"['give moral or psychological support, aid, or courage to', 'support materially or financially', 'be behind; approve of', 'be the physical support of; carry the weight of', 'establish or strengthen as with new evidence or facts', 'adopt as a belief', 'support with evidence or authority or make more certain or confirm', 'argue or speak in defense of', 'play a subordinate role to (another performer', 'be a regular customer or client of', 'put up with something or somebody unpleasant']"
1,SURPRISING,['causing surprise or wonder or amazement']
1,SURPRISING,"['cause to be surprised', 'come upon or take unawares', 'attack by storm; attack suddenly']"
1,SURVEY,"['a detailed critical inspection', 'short descriptive summary (of events', 'the act of looking or seeing or observing']"
1,SURVEY,"['consider in a comprehensive way', 'look over carefully or inspect', 'keep under surveillance', 'hold a review (of troops', 'make a survey of; for statistical purposes', 'plot a map of (land']"
1,SURVIVAL,"['a state of surviving; remaining alive', 'a natural process resulting in the evolution of organisms best adapted to the environment', 'something that survives']"
1,SURVIVE,"['continue to live and avoid dying', 'continue in existence after (an adversity, etc.', 'support oneself', 'live longer than']"
